,Store,regions_observed,mapped_region
64380,826,"BW, BY, HE, NW, RP, SL",NW_RP
64385,831,"BW, BY, HE, NW, RP, SL",NW_RP
64387,833,"BW, BY, HE, NW, RP, SL",NW_RP
64389,835,"BW, BY, HE, NW, RP, SL",NW_RP
64398,844,"BW, BY, HE, NW, RP, SL",NW_RP
64399,845,"BW, BY, HE, NW, RP, SL",NW_RP
64400,846,"BW, BY, HE, NW, RP, SL",NW_RP
64401,847,"BW, BY, HE, NW, RP, SL",NW_RP
64404,850,"BW, BY, HE, NW, RP, SL",NW_RP
64415,861,"BW, BY, HE, NW, RP, SL",NW_RP
64419,865,"BW, BY, HE, NW, RP, SL",NW_RP
64426,872,"BW, BY, HE, NW, RP, SL",NW_RP
64429,875,"BW, BY, HE, NW, RP, SL",NW_RP
64435,881,"BW, BY, HE, NW, RP, SL",NW_RP
64436,882,"BW, BY, HE, NW, RP, SL",NW_RP
64437,883,"BW, BY, HE, NW, RP, SL",NW_RP
64439,885,"BW, BY, HE, NW, RP, SL",NW_RP
64440,886,"BW, BY, HE, NW, RP, SL",NW_RP
64445,891,"BW, BY, HE, NW, RP, SL",NW_RP
64448,894,"BW, BY, HE, NW, RP, SL",NW_RP
64451,897,"BW, BY, HE, NW, RP, SL",NW_RP
64459,905,"BW, BY, HE, NW, RP, SL",NW_RP
64461,907,"BW, BY, HE, NW, RP, SL",NW_RP
64467,913,"BW, BY, HE, NW, RP, SL",NW_RP
64470,916,"BW, BY, HE, NW, RP, SL",NW_RP
64471,917,"BW, BY, HE, NW, RP, SL",NW_RP
64476,922,"BW, BY, HE, NW, RP, SL",NW_RP
64478,924,"BW, BY, HE, NW, RP, SL",NW_RP
64480,926,"BW, BY, HE, NW, RP, SL",NW_RP
64481,927,"BW, BY, HE, NW, RP, SL",NW_RP
64482,928,"BW, BY, HE, NW, RP, SL",NW_RP
64484,930,"BW, BY, HE, NW, RP, SL",NW_RP
64488,934,"BW, BY, HE, NW, RP, SL",NW_RP
64490,936,"BW, BY, HE, NW, RP, SL",NW_RP
64493,939,"BW, BY, HE, NW, RP, SL",NW_RP
64497,943,"BW, BY, HE, NW, RP, SL",NW_RP
64500,946,"BW, BY, HE, NW, RP, SL",NW_RP
64505,951,"BW, BY, HE, NW, RP, SL",NW_RP
64508,954,"BW, BY, HE, NW, RP, SL",NW_RP
64509,955,"BW, BY, HE, NW, RP, SL",NW_RP
64510,956,"BW, BY, HE, NW, RP, SL",NW_RP
64515,961,"BW, BY, HE, NW, RP, SL",NW_RP
64516,962,"BW, BY, HE, NW, RP, SL",NW_RP
64520,966,"BW, BY, HE, NW, RP, SL",NW_RP
64521,967,"BW, BY, HE, NW, RP, SL",NW_RP
64527,973,"BW, BY, HE, NW, RP, SL",NW_RP
64529,975,"BW, BY, HE, NW, RP, SL",NW_RP
64530,976,"BW, BY, HE, NW, RP, SL",NW_RP
64534,980,"BW, BY, HE, NW, RP, SL",NW_RP
64537,983,"BW, BY, HE, NW, RP, SL",NW_RP
64538,984,"BW, BY, HE, NW, RP, SL",NW_RP
64540,986,"BW, BY, HE, NW, RP, SL",NW_RP
64545,991,"BW, BY, HE, NW, RP, SL",NW_RP
64546,992,"BW, BY, HE, NW, RP, SL",NW_RP
64548,994,"BW, BY, HE, NW, RP, SL",NW_RP
64557,1003,"BW, BY, HE, NW, RP, SL",NW_RP
64559,1005,"BW, BY, HE, NW, RP, SL",NW_RP
64565,1011,"BW, BY, HE, NW, RP, SL",NW_RP
64567,1013,"BW, BY, HE, NW, RP, SL",NW_RP
64568,1014,"BW, BY, HE, NW, RP, SL",NW_RP
64569,1015,"BW, BY, HE, NW, RP, SL",NW_RP
64570,1016,"BW, BY, HE, NW, RP, SL",NW_RP
64576,1022,"BW, BY, HE, NW, RP, SL",NW_RP
64579,1025,"BW, BY, HE, NW, RP, SL",NW_RP
64580,1026,"BW, BY, HE, NW, RP, SL",NW_RP
64582,1028,"BW, BY, HE, NW, RP, SL",NW_RP
64585,1031,"BW, BY, HE, NW, RP, SL",NW_RP
64590,1036,"BW, BY, HE, NW, RP, SL",NW_RP
64591,1037,"BW, BY, HE, NW, RP, SL",NW_RP
64593,1039,"BW, BY, HE, NW, RP, SL",NW_RP
64594,1040,"BW, BY, HE, NW, RP, SL",NW_RP
64596,1042,"BW, BY, HE, NW, RP, SL",NW_RP
64601,1047,"BW, BY, HE, NW, RP, SL",NW_RP
64606,1052,"BW, BY, HE, NW, RP, SL",NW_RP
64612,1058,"BW, BY, HE, NW, RP, SL",NW_RP
64614,1060,"BW, BY, HE, NW, RP, SL",NW_RP
64616,1062,"BW, BY, HE, NW, RP, SL",NW_RP
64618,1064,"BW, BY, HE, NW, RP, SL",NW_RP
64620,1066,"BW, BY, HE, NW, RP, SL",NW_RP
64626,1072,"BW, BY, HE, NW, RP, SL",NW_RP
64627,1073,"BW, BY, HE, NW, RP, SL",NW_RP
64630,1076,"BW, BY, HE, NW, RP, SL",NW_RP
64631,1077,"BW, BY, HE, NW, RP, SL",NW_RP
64642,1088,"BW, BY, HE, NW, RP, SL",NW_RP
64643,1089,"BW, BY, HE, NW, RP, SL",NW_RP
64650,1096,"BW, BY, HE, NW, RP, SL",NW_RP
64651,1097,"BW, BY, HE, NW, RP, SL",NW_RP
64654,1100,"BW, BY, HE, NW, RP, SL",NW_RP
64659,1105,"BW, BY, HE, NW, RP, SL",NW_RP
64665,1111,"BW, BY, HE, NW, RP, SL",NW_RP
64666,1112,"BW, BY, HE, NW, RP, SL",NW_RP
292482,3,"BW, BY, NW, RP, SL",NW_RP
292488,9,"BW, BY, NW, RP, SL",NW_RP
292492,14,"BW, BY, NW, RP, SL",NW_RP
292497,19,"BW, BY, NW, RP, SL",NW_RP
292499,23,"BW, BY, NW, RP, SL",NW_RP
292500,24,"BW, BY, NW, RP, SL",NW_RP
292501,25,"BW, BY, NW, RP, SL",NW_RP
292503,27,"BW, BY, NW, RP, SL",NW_RP
292505,29,"BW, BY, NW, RP, SL",NW_RP
292506,30,"BW, BY, NW, RP, SL",NW_RP
292508,33,"BW, BY, NW, RP, SL",NW_RP
292510,35,"BW, BY, NW, RP, SL",NW_RP
292512,38,"BW, BY, NW, RP, SL",NW_RP
292513,39,"BW, BY, NW, RP, SL",NW_RP
292514,40,"BW, BY, NW, RP, SL",NW_RP
292515,42,"BW, BY, NW, RP, SL",NW_RP
292516,43,"BW, BY, NW, RP, SL",NW_RP
292518,45,"BW, BY, NW, RP, SL",NW_RP
292522,50,"BW, BY, NW, RP, SL",NW_RP
292531,62,"BW, BY, NW, RP, SL",NW_RP
292533,64,"BW, BY, NW, RP, SL",NW_RP
292540,71,"BW, BY, NW, RP, SL",NW_RP
292542,74,"BW, BY, NW, RP, SL",NW_RP
292547,80,"BW, BY, NW, RP, SL",NW_RP
292548,82,"BW, BY, NW, RP, SL",NW_RP
292549,83,"BW, BY, NW, RP, SL",NW_RP
292550,84,"BW, BY, NW, RP, SL",NW_RP
292552,86,"BW, BY, NW, RP, SL",NW_RP
292555,90,"BW, BY, NW, RP, SL",NW_RP
292557,92,"BW, BY, NW, RP, SL",NW_RP
292558,93,"BW, BY, NW, RP, SL",NW_RP
292559,94,"BW, BY, NW, RP, SL",NW_RP
292563,98,"BW, BY, NW, RP, SL",NW_RP
292565,102,"BW, BY, NW, RP, SL",NW_RP
292577,117,"BW, BY, NW, RP, SL",NW_RP
292584,124,"BW, BY, NW, RP, SL",NW_RP
292586,126,"BW, BY, NW, RP, SL",NW_RP
292589,131,"BW, BY, NW, RP, SL",NW_RP
292596,142,"BW, BY, NW, RP, SL",NW_RP
292597,143,"BW, BY, NW, RP, SL",NW_RP
292598,146,"BW, BY, NW, RP, SL",NW_RP
292599,147,"BW, BY, NW, RP, SL",NW_RP
292603,152,"BW, BY, NW, RP, SL",NW_RP
292604,153,"BW, BY, NW, RP, SL",NW_RP
292607,157,"BW, BY, NW, RP, SL",NW_RP
292608,158,"BW, BY, NW, RP, SL",NW_RP
292610,161,"BW, BY, NW, RP, SL",NW_RP
292613,166,"BW, BY, NW, RP, SL",NW_RP
292616,169,"BW, BY, NW, RP, SL",NW_RP
292617,170,"BW, BY, NW, RP, SL",NW_RP
292618,171,"BW, BY, NW, RP, SL",NW_RP
292621,176,"BW, BY, NW, RP, SL",NW_RP
292624,179,"BW, BY, NW, RP, SL",NW_RP
292627,184,"BW, BY, NW, RP, SL",NW_RP
292630,188,"BW, BY, NW, RP, SL",NW_RP
292631,189,"BW, BY, NW, RP, SL",NW_RP
292634,195,"BW, BY, NW, RP, SL",NW_RP
292638,199,"BW, BY, NW, RP, SL",NW_RP
292639,200,"BW, BY, NW, RP, SL",NW_RP
292640,201,"BW, BY, NW, RP, SL",NW_RP
292644,206,"BW, BY, NW, RP, SL",NW_RP
292648,210,"BW, BY, NW, RP, SL",NW_RP
292651,213,"BW, BY, NW, RP, SL",NW_RP
292652,214,"BW, BY, NW, RP, SL",NW_RP
292653,216,"BW, BY, NW, RP, SL",NW_RP
292655,219,"BW, BY, NW, RP, SL",NW_RP
292656,220,"BW, BY, NW, RP, SL",NW_RP
292663,227,"BW, BY, NW, RP, SL",NW_RP
292664,228,"BW, BY, NW, RP, SL",NW_RP
292665,229,"BW, BY, NW, RP, SL",NW_RP
292669,234,"BW, BY, NW, RP, SL",NW_RP
292673,238,"BW, BY, NW, RP, SL",NW_RP
292674,239,"BW, BY, NW, RP, SL",NW_RP
292676,241,"BW, BY, NW, RP, SL",NW_RP
292678,244,"BW, BY, NW, RP, SL",NW_RP
292685,251,"BW, BY, NW, RP, SL",NW_RP
292686,252,"BW, BY, NW, RP, SL",NW_RP
292687,253,"BW, BY, NW, RP, SL",NW_RP
292688,254,"BW, BY, NW, RP, SL",NW_RP
292689,255,"BW, BY, NW, RP, SL",NW_RP
292690,256,"BW, BY, NW, RP, SL",NW_RP
292697,265,"BW, BY, NW, RP, SL",NW_RP
292701,269,"BW, BY, NW, RP, SL",NW_RP
292705,273,"BW, BY, NW, RP, SL",NW_RP
292715,290,"BW, BY, NW, RP, SL",NW_RP
292727,303,"BW, BY, NW, RP, SL",NW_RP
292731,308,"BW, BY, NW, RP, SL",NW_RP
292732,309,"BW, BY, NW, RP, SL",NW_RP
292737,314,"BW, BY, NW, RP, SL",NW_RP
292739,316,"BW, BY, NW, RP, SL",NW_RP
292745,323,"BW, BY, NW, RP, SL",NW_RP
292747,325,"BW, BY, NW, RP, SL",NW_RP
292748,326,"BW, BY, NW, RP, SL",NW_RP
292750,328,"BW, BY, NW, RP, SL",NW_RP
292751,329,"BW, BY, NW, RP, SL",NW_RP
292752,330,"BW, BY, NW, RP, SL",NW_RP
292753,331,"BW, BY, NW, RP, SL",NW_RP
292756,334,"BW, BY, NW, RP, SL",NW_RP
292757,335,"BW, BY, NW, RP, SL",NW_RP
292761,339,"BW, BY, NW, RP, SL",NW_RP
292763,341,"BW, BY, NW, RP, SL",NW_RP
292764,343,"BW, BY, NW, RP, SL",NW_RP
292766,346,"BW, BY, NW, RP, SL",NW_RP
292770,351,"BW, BY, NW, RP, SL",NW_RP
292773,354,"BW, BY, NW, RP, SL",NW_RP
292777,358,"BW, BY, NW, RP, SL",NW_RP
292778,359,"BW, BY, NW, RP, SL",NW_RP
292783,364,"BW, BY, NW, RP, SL",NW_RP
292788,370,"BW, BY, NW, RP, SL",NW_RP
292790,372,"BW, BY, NW, RP, SL",NW_RP
292796,378,"BW, BY, NW, RP, SL",NW_RP
292798,380,"BW, BY, NW, RP, SL",NW_RP
292803,386,"BW, BY, NW, RP, SL",NW_RP
292804,387,"BW, BY, NW, RP, SL",NW_RP
292805,388,"BW, BY, NW, RP, SL",NW_RP
292808,391,"BW, BY, NW, RP, SL",NW_RP
292809,392,"BW, BY, NW, RP, SL",NW_RP
292810,393,"BW, BY, NW, RP, SL",NW_RP
292812,395,"BW, BY, NW, RP, SL",NW_RP
292814,397,"BW, BY, NW, RP, SL",NW_RP
292819,403,"BW, BY, NW, RP, SL",NW_RP
292821,405,"BW, BY, NW, RP, SL",NW_RP
292822,406,"BW, BY, NW, RP, SL",NW_RP
292825,410,"BW, BY, NW, RP, SL",NW_RP
292828,415,"BW, BY, NW, RP, SL",NW_RP
292830,417,"BW, BY, NW, RP, SL",NW_RP
292831,418,"BW, BY, NW, RP, SL",NW_RP
292836,424,"BW, BY, NW, RP, SL",NW_RP
292837,425,"BW, BY, NW, RP, SL",NW_RP
292838,426,"BW, BY, NW, RP, SL",NW_RP
292839,431,"BW, BY, NW, RP, SL",NW_RP
292842,435,"BW, BY, NW, RP, SL",NW_RP
292848,441,"BW, BY, NW, RP, SL",NW_RP
292852,445,"BW, BY, NW, RP, SL",NW_RP
292853,446,"BW, BY, NW, RP, SL",NW_RP
292855,448,"BW, BY, NW, RP, SL",NW_RP
292863,456,"BW, BY, NW, RP, SL",NW_RP
292869,463,"BW, BY, NW, RP, SL",NW_RP
292872,466,"BW, BY, NW, RP, SL",NW_RP
292873,467,"BW, BY, NW, RP, SL",NW_RP
292876,470,"BW, BY, NW, RP, SL",NW_RP
292878,473,"BW, BY, NW, RP, SL",NW_RP
292880,475,"BW, BY, NW, RP, SL",NW_RP
292889,486,"BW, BY, NW, RP, SL",NW_RP
292894,493,"BW, BY, NW, RP, SL",NW_RP
292904,506,"BW, BY, NW, RP, SL",NW_RP
292905,507,"BW, BY, NW, RP, SL",NW_RP
292906,508,"BW, BY, NW, RP, SL",NW_RP
292908,510,"BW, BY, NW, RP, SL",NW_RP
292911,515,"BW, BY, NW, RP, SL",NW_RP
292912,516,"BW, BY, NW, RP, SL",NW_RP
292916,521,"BW, BY, NW, RP, SL",NW_RP
292921,527,"BW, BY, NW, RP, SL",NW_RP
292922,528,"BW, BY, NW, RP, SL",NW_RP
292926,532,"BW, BY, NW, RP, SL",NW_RP
292928,535,"BW, BY, NW, RP, SL",NW_RP
292929,536,"BW, BY, NW, RP, SL",NW_RP
292932,541,"BW, BY, NW, RP, SL",NW_RP
292935,545,"BW, BY, NW, RP, SL",NW_RP
292945,557,"BW, BY, NW, RP, SL",NW_RP
292949,561,"BW, BY, NW, RP, SL",NW_RP
292951,563,"BW, BY, NW, RP, SL",NW_RP
292952,564,"BW, BY, NW, RP, SL",NW_RP
292953,565,"BW, BY, NW, RP, SL",NW_RP
292955,567,"BW, BY, NW, RP, SL",NW_RP
292958,570,"BW, BY, NW, RP, SL",NW_RP
292959,572,"BW, BY, NW, RP, SL",NW_RP
292964,579,"BW, BY, NW, RP, SL",NW_RP
292966,581,"BW, BY, NW, RP, SL",NW_RP
292971,586,"BW, BY, NW, RP, SL",NW_RP
292976,592,"BW, BY, NW, RP, SL",NW_RP
292981,597,"BW, BY, NW, RP, SL",NW_RP
292992,610,"BW, BY, NW, RP, SL",NW_RP
292996,616,"BW, BY, NW, RP, SL",NW_RP
292999,621,"BW, BY, NW, RP, SL",NW_RP
293001,623,"BW, BY, NW, RP, SL",NW_RP
293002,624,"BW, BY, NW, RP, SL",NW_RP
293003,625,"BW, BY, NW, RP, SL",NW_RP
293012,639,"BW, BY, NW, RP, SL",NW_RP
293013,640,"BW, BY, NW, RP, SL",NW_RP
293014,641,"BW, BY, NW, RP, SL",NW_RP
293015,642,"BW, BY, NW, RP, SL",NW_RP
293021,651,"BW, BY, NW, RP, SL",NW_RP
293023,653,"BW, BY, NW, RP, SL",NW_RP
293025,655,"BW, BY, NW, RP, SL",NW_RP
293027,657,"BW, BY, NW, RP, SL",NW_RP
293028,658,"BW, BY, NW, RP, SL",NW_RP
293040,674,"BW, BY, NW, RP, SL",NW_RP
293041,675,"BW, BY, NW, RP, SL",NW_RP
293043,678,"BW, BY, NW, RP, SL",NW_RP
293046,681,"BW, BY, NW, RP, SL",NW_RP
293049,685,"BW, BY, NW, RP, SL",NW_RP
293051,687,"BW, BY, NW, RP, SL",NW_RP
293054,690,"BW, BY, NW, RP, SL",NW_RP
293055,691,"BW, BY, NW, RP, SL",NW_RP
293056,692,"BW, BY, NW, RP, SL",NW_RP
293058,695,"BW, BY, NW, RP, SL",NW_RP
293060,697,"BW, BY, NW, RP, SL",NW_RP
293064,703,"BW, BY, NW, RP, SL",NW_RP
293066,705,"BW, BY, NW, RP, SL",NW_RP
293067,707,"BW, BY, NW, RP, SL",NW_RP
293070,713,"BW, BY, NW, RP, SL",NW_RP
293073,717,"BW, BY, NW, RP, SL",NW_RP
293079,724,"BW, BY, NW, RP, SL",NW_RP
293084,729,"BW, BY, NW, RP, SL",NW_RP
293086,731,"BW, BY, NW, RP, SL",NW_RP
293088,733,"BW, BY, NW, RP, SL",NW_RP
293089,734,"BW, BY, NW, RP, SL",NW_RP
293091,737,"BW, BY, NW, RP, SL",NW_RP
293092,738,"BW, BY, NW, RP, SL",NW_RP
293095,742,"BW, BY, NW, RP, SL",NW_RP
293100,748,"BW, BY, NW, RP, SL",NW_RP
293101,749,"BW, BY, NW, RP, SL",NW_RP
293102,751,"BW, BY, NW, RP, SL",NW_RP
293103,752,"BW, BY, NW, RP, SL",NW_RP
293104,753,"BW, BY, NW, RP, SL",NW_RP
293107,756,"BW, BY, NW, RP, SL",NW_RP
293110,759,"BW, BY, NW, RP, SL",NW_RP
293115,764,"BW, BY, NW, RP, SL",NW_RP
293119,769,"BW, BY, NW, RP, SL",NW_RP
293120,770,"BW, BY, NW, RP, SL",NW_RP
293124,776,"BW, BY, NW, RP, SL",NW_RP
293129,782,"BW, BY, NW, RP, SL",NW_RP
293131,784,"BW, BY, NW, RP, SL",NW_RP
293132,785,"BW, BY, NW, RP, SL",NW_RP
293138,791,"BW, BY, NW, RP, SL",NW_RP
293139,792,"BW, BY, NW, RP, SL",NW_RP
293140,793,"BW, BY, NW, RP, SL",NW_RP
293142,795,"BW, BY, NW, RP, SL",NW_RP
293143,796,"BW, BY, NW, RP, SL",NW_RP
293145,799,"BW, BY, NW, RP, SL",NW_RP
293146,800,"BW, BY, NW, RP, SL",NW_RP
293152,809,"BW, BY, NW, RP, SL",NW_RP
293153,810,"BW, BY, NW, RP, SL",NW_RP
293158,816,"BW, BY, NW, RP, SL",NW_RP
293166,826,"BW, BY, NW, RP, SL",NW_RP
293171,831,"BW, BY, NW, RP, SL",NW_RP
293173,833,"BW, BY, NW, RP, SL",NW_RP
293175,835,"BW, BY, NW, RP, SL",NW_RP
293183,844,"BW, BY, NW, RP, SL",NW_RP
293184,845,"BW, BY, NW, RP, SL",NW_RP
293185,846,"BW, BY, NW, RP, SL",NW_RP
293186,847,"BW, BY, NW, RP, SL",NW_RP
293189,850,"BW, BY, NW, RP, SL",NW_RP
293197,861,"BW, BY, NW, RP, SL",NW_RP
293201,865,"BW, BY, NW, RP, SL",NW_RP
293208,872,"BW, BY, NW, RP, SL",NW_RP
293211,875,"BW, BY, NW, RP, SL",NW_RP
293216,881,"BW, BY, NW, RP, SL",NW_RP
293217,882,"BW, BY, NW, RP, SL",NW_RP
293218,883,"BW, BY, NW, RP, SL",NW_RP
293219,885,"BW, BY, NW, RP, SL",NW_RP
293220,886,"BW, BY, NW, RP, SL",NW_RP
293224,891,"BW, BY, NW, RP, SL",NW_RP
293226,894,"BW, BY, NW, RP, SL",NW_RP
293229,897,"BW, BY, NW, RP, SL",NW_RP
293233,905,"BW, BY, NW, RP, SL",NW_RP
293235,907,"BW, BY, NW, RP, SL",NW_RP
293240,913,"BW, BY, NW, RP, SL",NW_RP
293242,916,"BW, BY, NW, RP, SL",NW_RP
293243,917,"BW, BY, NW, RP, SL",NW_RP
293246,922,"BW, BY, NW, RP, SL",NW_RP
293248,924,"BW, BY, NW, RP, SL",NW_RP
293250,926,"BW, BY, NW, RP, SL",NW_RP
293251,927,"BW, BY, NW, RP, SL",NW_RP
293252,928,"BW, BY, NW, RP, SL",NW_RP
293254,930,"BW, BY, NW, RP, SL",NW_RP
293257,934,"BW, BY, NW, RP, SL",NW_RP
293259,936,"BW, BY, NW, RP, SL",NW_RP
293262,939,"BW, BY, NW, RP, SL",NW_RP
293265,943,"BW, BY, NW, RP, SL",NW_RP
293268,946,"BW, BY, NW, RP, SL",NW_RP
293273,951,"BW, BY, NW, RP, SL",NW_RP
293275,954,"BW, BY, NW, RP, SL",NW_RP
293276,955,"BW, BY, NW, RP, SL",NW_RP
293277,956,"BW, BY, NW, RP, SL",NW_RP
293282,961,"BW, BY, NW, RP, SL",NW_RP
293283,962,"BW, BY, NW, RP, SL",NW_RP
293287,966,"BW, BY, NW, RP, SL",NW_RP
293288,967,"BW, BY, NW, RP, SL",NW_RP
293294,973,"BW, BY, NW, RP, SL",NW_RP
293295,975,"BW, BY, NW, RP, SL",NW_RP
293296,976,"BW, BY, NW, RP, SL",NW_RP
293299,980,"BW, BY, NW, RP, SL",NW_RP
293302,983,"BW, BY, NW, RP, SL",NW_RP
293303,984,"BW, BY, NW, RP, SL",NW_RP
293305,986,"BW, BY, NW, RP, SL",NW_RP
293309,991,"BW, BY, NW, RP, SL",NW_RP
293310,992,"BW, BY, NW, RP, SL",NW_RP
293312,994,"BW, BY, NW, RP, SL",NW_RP
293320,1003,"BW, BY, NW, RP, SL",NW_RP
293321,1005,"BW, BY, NW, RP, SL",NW_RP
293326,1011,"BW, BY, NW, RP, SL",NW_RP
293327,1013,"BW, BY, NW, RP, SL",NW_RP
293328,1014,"BW, BY, NW, RP, SL",NW_RP
293329,1015,"BW, BY, NW, RP, SL",NW_RP
293330,1016,"BW, BY, NW, RP, SL",NW_RP
293335,1022,"BW, BY, NW, RP, SL",NW_RP
293338,1025,"BW, BY, NW, RP, SL",NW_RP
293339,1026,"BW, BY, NW, RP, SL",NW_RP
293340,1028,"BW, BY, NW, RP, SL",NW_RP
293343,1031,"BW, BY, NW, RP, SL",NW_RP
293348,1036,"BW, BY, NW, RP, SL",NW_RP
293349,1037,"BW, BY, NW, RP, SL",NW_RP
293350,1039,"BW, BY, NW, RP, SL",NW_RP
293351,1040,"BW, BY, NW, RP, SL",NW_RP
293352,1042,"BW, BY, NW, RP, SL",NW_RP
293357,1047,"BW, BY, NW, RP, SL",NW_RP
293361,1052,"BW, BY, NW, RP, SL",NW_RP
293366,1058,"BW, BY, NW, RP, SL",NW_RP
293368,1060,"BW, BY, NW, RP, SL",NW_RP
293370,1062,"BW, BY, NW, RP, SL",NW_RP
293372,1064,"BW, BY, NW, RP, SL",NW_RP
293373,1066,"BW, BY, NW, RP, SL",NW_RP
293378,1072,"BW, BY, NW, RP, SL",NW_RP
293379,1073,"BW, BY, NW, RP, SL",NW_RP
293382,1076,"BW, BY, NW, RP, SL",NW_RP
293383,1077,"BW, BY, NW, RP, SL",NW_RP
293393,1088,"BW, BY, NW, RP, SL",NW_RP
293394,1089,"BW, BY, NW, RP, SL",NW_RP
293399,1096,"BW, BY, NW, RP, SL",NW_RP
293400,1097,"BW, BY, NW, RP, SL",NW_RP
293403,1100,"BW, BY, NW, RP, SL",NW_RP
293406,1105,"BW, BY, NW, RP, SL",NW_RP
293410,1111,"BW, BY, NW, RP, SL",NW_RP
293411,1112,"BW, BY, NW, RP, SL",NW_RP
63555,1,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63557,3,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63563,9,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63567,13,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63568,14,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63570,16,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63573,19,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63574,20,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63575,21,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63576,22,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63577,23,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63578,24,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63579,25,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63581,27,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63583,29,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63584,30,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63586,32,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63587,33,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63589,35,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63590,36,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63592,38,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63593,39,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63594,40,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63595,41,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63596,42,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63597,43,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63599,45,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63600,46,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63603,49,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63604,50,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63605,51,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63606,52,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63610,56,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63612,58,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63615,61,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63616,62,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63618,64,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63620,66,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63621,67,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63623,69,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63625,71,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63626,72,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63628,74,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63630,76,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63631,77,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63633,79,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63634,80,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63635,81,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63636,82,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63637,83,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63638,84,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63640,86,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63643,89,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63644,90,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63645,91,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63646,92,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63647,93,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63648,94,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63652,98,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63653,99,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63654,100,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63656,102,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63659,105,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63662,108,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63665,111,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63667,113,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63669,115,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63671,117,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63674,120,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63678,124,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63680,126,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63681,127,"BW, BY, HE, NW, RP, SL",BB_MV_TH
